"File_221110_221826 - RawData"
"Wavelength nm.","Abs."
658.00,-0.01546
658.50,-0.01559
659.00,-0.01559
659.50,-0.01553
660.00,-0.01544
660.50,-0.01538
661.00,-0.01549
661.50,-0.01538
662.00,-0.01530
662.50,-0.01527
663.00,-0.01529
663.50,-0.01524
664.00,-0.01527
664.50,-0.01534
665.00,-0.01537
665.50,-0.01541
666.00,-0.01540
666.50,-0.01532
667.00,-0.01532
667.50,-0.01534
668.00,-0.01537
668.50,-0.01532
669.00,-0.01534
669.50,-0.01526
670.00,-0.01524
670.50,-0.01526
671.00,-0.01523
671.50,-0.01514
672.00,-0.01514
672.50,-0.01512
673.00,-0.01524
673.50,-0.01530
674.00,-0.01543
674.50,-0.01538
675.00,-0.01541
675.50,-0.01523
676.00,-0.01520
676.50,-0.01524
677.00,-0.01518
677.50,-0.01517
678.00,-0.01506
678.50,-0.01497
679.00,-0.01503
679.50,-0.01500
680.00,-0.01491
680.50,-0.01498
681.00,-0.01501
681.50,-0.01503
682.00,-0.01506
682.50,-0.01505
683.00,-0.01506
683.50,-0.01514
684.00,-0.01517
684.50,-0.01508
685.00,-0.01509
685.50,-0.01511
686.00,-0.01506
686.50,-0.01505
687.00,-0.01508
687.50,-0.01500
688.00,-0.01498
688.50,-0.01498
689.00,-0.01500
689.50,-0.01492
690.00,-0.01485
690.50,-0.01474
691.00,-0.01476
691.50,-0.01488
692.00,-0.01491
692.50,-0.01491
693.00,-0.01491
693.50,-0.01494
694.00,-0.01491
694.50,-0.01483
695.00,-0.01486
695.50,-0.01480
696.00,-0.01476
696.50,-0.01479
697.00,-0.01472
697.50,-0.01468
698.00,-0.01462
698.50,-0.01468
699.00,-0.01468
699.50,-0.01466
700.00,-0.01457
700.50,-0.01468
701.00,-0.01468
701.50,-0.01472
702.00,-0.01474
702.50,-0.01479
703.00,-0.01479
703.50,-0.01471
704.00,-0.01471
704.50,-0.01477
705.00,-0.01476
705.50,-0.01474
706.00,-0.01463
706.50,-0.01447
707.00,-0.01443
707.50,-0.01440
708.00,-0.01433
708.50,-0.01439
709.00,-0.01451
709.50,-0.01454
710.00,-0.01465
710.50,-0.01465
711.00,-0.01466
711.50,-0.01471
712.00,-0.01471
712.50,-0.01471
713.00,-0.01468
713.50,-0.01460
714.00,-0.01456
714.50,-0.01468
715.00,-0.01457
715.50,-0.01451
716.00,-0.01445
716.50,-0.01439
717.00,-0.01437
717.50,-0.01434
718.00,-0.01442
718.50,-0.01436
719.00,-0.01440
719.50,-0.01443
720.00,-0.01437
720.50,-0.01433
721.00,-0.01428
721.50,-0.01430
722.00,-0.01430
722.50,-0.01434
723.00,-0.01431
723.50,-0.01424
724.00,-0.01433
724.50,-0.01433
725.00,-0.01425
725.50,-0.01419
726.00,-0.01422
726.50,-0.01421
727.00,-0.01421
727.50,-0.01427
728.00,-0.01416
728.50,-0.01414
729.00,-0.01422
729.50,-0.01418
730.00,-0.01422
730.50,-0.01425
731.00,-0.01428
731.50,-0.01433
732.00,-0.01427
732.50,-0.01425
733.00,-0.01428
733.50,-0.01431
734.00,-0.01421
734.50,-0.01419
735.00,-0.01421
735.50,-0.01413
736.00,-0.01404
736.50,-0.01401
737.00,-0.01390
737.50,-0.01392
738.00,-0.01396
738.50,-0.01401
739.00,-0.01402
739.50,-0.01404
740.00,-0.01405
740.50,-0.01410
741.00,-0.01418
741.50,-0.01416
742.00,-0.01411
742.50,-0.01418
743.00,-0.01416
743.50,-0.01408
744.00,-0.01407
744.50,-0.01405
745.00,-0.01402
745.50,-0.01401
746.00,-0.01404
746.50,-0.01392
747.00,-0.01384
747.50,-0.01385
748.00,-0.01389
748.50,-0.01385
749.00,-0.01381
749.50,-0.01379
750.00,-0.01385
750.50,-0.01396
751.00,-0.01404
751.50,-0.01401
752.00,-0.01404
752.50,-0.01413
753.00,-0.01408
753.50,-0.01401
754.00,-0.01398
754.50,-0.01390
755.00,-0.01378
755.50,-0.01390
756.00,-0.01385
756.50,-0.01387
757.00,-0.01392
757.50,-0.01373
758.00,-0.01358
758.50,-0.01357
759.00,-0.01361
759.50,-0.01364
760.00,-0.01373
760.50,-0.01372
761.00,-0.01372
761.50,-0.01379
762.00,-0.01381
762.50,-0.01384
763.00,-0.01387
763.50,-0.01389
764.00,-0.01395
764.50,-0.01398
765.00,-0.01395
765.50,-0.01385
766.00,-0.01385
766.50,-0.01379
767.00,-0.01375
767.50,-0.01363
768.00,-0.01353
768.50,-0.01363
769.00,-0.01370
769.50,-0.01360
770.00,-0.01352
770.50,-0.01358
771.00,-0.01363
771.50,-0.01367
772.00,-0.01363
772.50,-0.01364
773.00,-0.01363
773.50,-0.01366
774.00,-0.01367
774.50,-0.01370
775.00,-0.01378
775.50,-0.01366
776.00,-0.01363
776.50,-0.01357
777.00,-0.01358
777.50,-0.01358
778.00,-0.01360
778.50,-0.01350
779.00,-0.01344
779.50,-0.01343
780.00,-0.01340
780.50,-0.01338
781.00,-0.01340
781.50,-0.01341
782.00,-0.01347
782.50,-0.01344
783.00,-0.01344
783.50,-0.01346
784.00,-0.01347
784.50,-0.01353
785.00,-0.01358
785.50,-0.01358
786.00,-0.01358
786.50,-0.01358
787.00,-0.01357
787.50,-0.01357
788.00,-0.01353
788.50,-0.01347
789.00,-0.01344
789.50,-0.01343
790.00,-0.01341
790.50,-0.01340
791.00,-0.01329
791.50,-0.01329
792.00,-0.01332
792.50,-0.01321
793.00,-0.01315
793.50,-0.01309
794.00,-0.01317
794.50,-0.01328
795.00,-0.01328
795.50,-0.01323
796.00,-0.01321
796.50,-0.01315
797.00,-0.01324
797.50,-0.01335
798.00,-0.01341
798.50,-0.01347
799.00,-0.01340
799.50,-0.01335
800.00,-0.01321
800.50,-0.01334
801.00,-0.01346
801.50,-0.01346
802.00,-0.01343
802.50,-0.01321
803.00,-0.01309
803.50,-0.01323
804.00,-0.01315
804.50,-0.01315
805.00,-0.01311
805.50,-0.01305
806.00,-0.01305
806.50,-0.01297
807.00,-0.01294
807.50,-0.01303
808.00,-0.01305
808.50,-0.01302
809.00,-0.01303
809.50,-0.01314
810.00,-0.01305
810.50,-0.01317
811.00,-0.01317
811.50,-0.01315
812.00,-0.01311
812.50,-0.01308
813.00,-0.01315
813.50,-0.01320
814.00,-0.01315
814.50,-0.01311
815.00,-0.01315
815.50,-0.01315
816.00,-0.01306
816.50,-0.01297
817.00,-0.01289
817.50,-0.01286
818.00,-0.01291
818.50,-0.01283
819.00,-0.01282
819.50,-0.01286
820.00,-0.01286
820.50,-0.01279
821.00,-0.01280
821.50,-0.01286
822.00,-0.01291
822.50,-0.01286
823.00,-0.01286
823.50,-0.01294
824.00,-0.01299
824.50,-0.01295
825.00,-0.01291
825.50,-0.01291
826.00,-0.01295
826.50,-0.01302
827.00,-0.01300
827.50,-0.01308
828.00,-0.01309
828.50,-0.01311
829.00,-0.01309
829.50,-0.01289
830.00,-0.01274
830.50,-0.01280
831.00,-0.01282
831.50,-0.01270
832.00,-0.01265
832.50,-0.01263
833.00,-0.01260
833.50,-0.01263
834.00,-0.01265
834.50,-0.01257
835.00,-0.01265
835.50,-0.01274
836.00,-0.01283
836.50,-0.01283
837.00,-0.01285
837.50,-0.01286
838.00,-0.01289
838.50,-0.01292
839.00,-0.01288
839.50,-0.01285
840.00,-0.01283
840.50,-0.01276
841.00,-0.01280
841.50,-0.01280
842.00,-0.01273
842.50,-0.01271
843.00,-0.01262
843.50,-0.01247
844.00,-0.01247
844.50,-0.01256
845.00,-0.01256
845.50,-0.01259
846.00,-0.01260
846.50,-0.01259
847.00,-0.01247
847.50,-0.01247
848.00,-0.01259
848.50,-0.01260
849.00,-0.01262
849.50,-0.01273
850.00,-0.01279
850.50,-0.01279
851.00,-0.01276
851.50,-0.01270
852.00,-0.01265
852.50,-0.01270
853.00,-0.01271
853.50,-0.01265
